suspectible,exposed,infected,carrier,dead,recovered,idx
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799980,0,0,5,0,15,4
3799985,5,5,5,0,0,5
3799985,5,5,5,0,0,5
3799985,4,6,5,0,0,5
3799985,2,7,6,0,0,5
3799985,2,7,6,0,0,5
3799985,1,7,7,0,0,5
3799985,0,8,7,0,0,5
3799984,1,8,7,0,0,5
3799984,1,8,7,0,0,5
3799983,2,8,7,0,0,5
3799983,2,7,7,0,1,5
3799983,2,6,6,0,3,5
3799983,1,7,6,0,3,5
3799983,1,7,6,0,3,5
3799983,1,7,6,0,3,5
3799983,1,6,6,0,4,5
3799983,0,7,6,0,4,5
3799983,0,6,6,0,5,5
3799983,0,5,6,0,6,5
3799983,0,5,6,0,6,5
3799983,0,5,5,0,7,5
3799983,0,5,5,0,7,5
3799983,0,4,5,0,8,5
3799983,0,4,5,0,8,5
3799983,0,2,5,0,10,5
3799983,0,2,5,0,10,5
3799983,0,1,5,0,11,5
3799983,0,1,5,0,11,5
3799983,0,1,5,0,11,5
3799983,0,1,5,0,11,5
3799983,0,1,5,0,11,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799983,0,0,5,0,12,5
3799985,5,5,5,0,0,6
3799985,5,5,5,0,0,6
3799985,4,5,6,0,0,6
3799985,2,7,6,0,0,6
3799984,3,7,6,0,0,6
3799984,2,7,7,0,0,6
3799984,1,8,6,0,1,6
3799984,1,8,6,0,1,6
3799984,0,8,7,0,1,6
3799983,1,8,7,0,1,6
3799983,1,7,7,0,2,6
3799983,1,6,7,0,3,6
3799983,1,4,7,0,5,6
3799982,2,4,6,0,6,6
3799982,2,4,6,0,6,6
3799982,1,4,6,0,7,6
3799982,1,4,6,0,7,6
3799981,2,3,6,0,8,6
3799981,1,2,7,0,9,6
3799980,2,2,7,0,9,6
3799980,2,2,7,0,9,6
3799980,2,2,7,0,9,6
3799979,2,2,7,0,10,6
3799978,3,2,7,0,10,6
3799975,6,0,7,0,12,6
3799974,6,0,7,0,13,6
3799973,7,0,7,0,13,6
3799969,11,0,7,0,13,6
3799965,14,1,7,0,13,6
3799965,13,2,7,0,13,6
3799965,11,3,8,0,13,6
3799959,17,3,8,0,13,6
3799952,19,6,10,0,13,6
3799937,33,7,10,0,13,6
3799928,37,11,11,0,13,6
3799923,37,13,14,0,13,6
3799916,38,18,15,0,13,6
3799905,38,22,22,0,13,6
3799885,54,23,25,0,13,6
3799858,71,25,29,0,17,6
3799842,82,26,32,0,18,6
3799810,95,31,44,0,20,6
3799764,121,40,53,0,22,6
3799734,133,48,61,0,24,6
3799685,159,51,72,0,33,6
3799637,179,68,79,0,37,6
3799565,224,82,89,0,40,6
3799501,240,109,102,0,48,6
3799425,282,129,107,0,57,6
3799353,308,148,125,0,66,6
3799266,342,170,142,0,80,6
3799146,386,205,168,0,95,6
3799037,425,234,191,0,113,6
3798907,482,257,219,0,135,6
3798764,528,296,250,0,162,6
3798590,596,344,287,0,183,6
3798388,703,367,326,1,215,6
3798154,807,432,362,1,244,6
3797868,957,483,409,1,282,6
3797538,1114,549,471,1,327,6
3797176,1297,630,529,2,366,6
3796722,1501,719,618,4,436,6
3796203,1758,828,715,4,492,6
3795632,2011,952,820,4,581,6
3794985,2316,1074,948,4,673,6
3794263,2616,1232,1122,6,761,6
3793390,2962,1473,1318,6,851,6
3792421,3418,1697,1479,6,979,6
3791304,3900,1969,1686,6,1135,6
3789988,4473,2267,1965,7,1300,6
3788484,5204,2562,2262,8,1480,6
3786663,6096,2957,2551,8,1725,6
3784563,7104,3372,2978,10,1973,6
3782193,8135,3895,3494,11,2272,6
3779505,9326,4496,4028,14,2631,6
3776391,10699,5169,4717,15,3009,6
3772632,12407,6022,5443,17,3479,6
3768281,14393,7024,6270,20,4012,6
3763434,16458,8208,7255,24,4621,6
3757692,19005,9494,8490,28,5291,6
3751171,21774,10972,9877,33,6173,6
3743538,25074,12744,11503,37,7104,6
3734912,28839,14705,13282,41,8221,6
3724811,33087,17199,15362,54,9487,6
3713573,37661,19910,17794,60,11002,6
3700588,42940,23085,20573,67,12747,6
3685693,48895,26754,23847,79,14732,6
3668955,55577,30732,27563,96,17077,6
3649350,63344,35503,31952,111,19740,6
3627134,71785,41113,36899,132,22937,6
3601599,81797,47595,42474,155,26380,6
3572839,92933,54769,48779,180,30500,6
3540514,105394,62782,55697,214,35399,6
3504744,117907,72017,63895,241,41196,6
3465011,131390,82448,73258,275,47618,6
3421132,145825,94223,83544,313,54963,6
3372812,161074,107388,95001,380,63345,6
3319815,177030,121919,107548,443,73245,6
3263209,192482,137735,121377,497,84700,6
3201858,208770,155128,136079,574,97591,6
3799985,5,5,5,0,0,7
3799985,5,5,5,0,0,7
3799985,4,5,6,0,0,7
3799985,2,7,6,0,0,7
3799985,2,7,6,0,0,7
3799985,1,8,6,0,0,7
3799985,0,8,7,0,0,7
3799985,0,8,7,0,0,7
3799983,2,8,6,0,1,7
3799981,4,8,6,0,1,7
3799980,4,8,6,0,2,7
3799979,5,7,6,0,3,7
3799979,5,7,6,0,3,7
3799979,3,8,7,0,3,7
3799977,4,7,7,0,5,7
3799975,5,8,7,0,5,7
3799969,11,8,7,0,5,7
3799967,9,9,8,0,7,7
3799963,10,9,10,0,8,7
3799959,13,10,10,0,8,7
3799955,16,10,10,0,9,7
3799951,19,11,9,0,10,7
3799945,21,15,9,0,10,7
3799936,25,14,13,0,12,7
3799932,22,17,16,0,13,7
3799928,20,20,19,0,13,7
3799921,26,20,19,0,14,7
3799908,34,19,22,0,17,7
3799897,41,20,25,0,17,7
3799881,49,23,27,0,20,7
3799864,56,27,32,0,21,7
3799853,58,29,34,0,26,7
3799824,80,32,33,0,31,7
3799810,78,38,41,0,33,7
3799786,91,41,46,0,36,7
3799761,92,48,59,0,40,7
3799716,117,58,65,0,44,7
3799654,160,67,72,0,47,7
3799602,188,75,82,0,53,7
3799538,221,84,98,0,59,7
3799457,271,97,104,0,71,7
3799374,283,128,140,0,75,7
3799246,370,144,149,0,91,7
3799116,437,167,171,0,109,7
3798962,517,207,194,0,120,7
3798790,591,244,238,0,137,7
3798555,708,302,284,0,151,7
3798283,863,350,325,1,178,7
3797998,1002,425,373,1,201,7
3797736,1093,486,450,1,234,7
3797376,1234,575,536,1,278,7
3796938,1445,678,609,1,329,7
3796461,1656,788,718,1,376,7
3795848,1973,906,825,3,445,7
3795229,2219,1052,977,3,520,7
3794403,2649,1207,1128,3,610,7
3793519,3062,1384,1311,4,720,7
3792459,3575,1636,1491,5,834,7
3791301,4069,1906,1722,7,995,7
3789950,4659,2225,1983,7,1176,7
3788446,5282,2573,2312,10,1377,7
3786685,6047,2979,2687,11,1591,7
3784601,7057,3399,3103,12,1828,7
3782242,8078,3967,3598,13,2102,7
3779382,9476,4582,4104,15,2441,7
3776264,10851,5326,4728,17,2814,7
3772667,12378,6235,5439,19,3262,7
3768582,14096,7222,6266,19,3815,7
3763680,16209,8328,7322,22,4439,7
3758060,18702,9549,8446,29,5214,7
3751679,21472,11023,9752,33,6041,7
3744198,24645,12830,11314,42,6971,7
3735570,28284,14881,13118,53,8094,7
3725852,32191,17264,15264,62,9367,7
3714419,36999,19940,17685,67,10890,7
3701343,42389,23063,20564,78,12563,7
3686360,48739,26583,23677,93,14548,7
3669575,55341,30775,27332,106,16871,7
3650195,62937,35489,31630,124,19625,7
3628135,71792,40868,36412,144,22649,7
3602979,81483,47069,42147,168,26154,7
3574566,92125,54296,48446,188,30379,7
3542530,103858,62619,55548,214,35231,7
3506755,116714,71784,63700,258,40789,7
3467024,130698,82143,72689,292,47154,7
3423338,145886,93483,82391,330,54572,7
3375430,161002,106568,93560,395,63045,7
3323088,176051,121390,106313,453,72705,7
3266554,191915,137369,119788,530,83844,7
3205645,207339,154800,134920,610,96686,7
3141405,222167,173642,150889,688,111209,7
3073110,236687,193655,168036,781,127731,7
3001869,250363,215107,185391,901,146369,7
2927313,263980,236923,203132,1036,167616,7
2850904,275540,259559,221187,1198,191612,7
2773094,284099,283005,240109,1358,218335,7
2695429,290373,306734,258066,1543,247855,7
2616853,294609,330511,275705,1776,280546,7
2539284,296554,353057,292430,2011,316664,7
2463234,295205,374443,308344,2254,356520,7
3799985,5,5,5,0,0,8
3799985,5,5,5,0,0,8
3799985,4,5,6,0,0,8
3799983,4,5,8,0,0,8
3799983,4,5,8,0,0,8
3799981,5,5,9,0,0,8
3799981,3,5,10,0,1,8
3799978,5,5,11,0,1,8
3799977,6,5,11,0,1,8
3799977,6,5,11,0,1,8
3799972,10,5,11,0,2,8
3799970,11,5,11,0,3,8
3799965,14,6,11,0,4,8
3799957,19,6,13,0,5,8
3799955,18,7,15,0,5,8
3799950,18,10,17,0,5,8
3799945,17,15,17,0,6,8
3799939,18,15,20,0,8,8
3799928,24,17,21,0,10,8
3799916,34,20,19,0,11,8
3799909,36,22,21,0,12,8
3799903,32,24,28,0,13,8
3799887,39,27,29,0,18,8
3799872,48,28,32,0,20,8
3799852,57,29,38,0,24,8
3799834,66,29,42,0,29,8
3799811,78,32,44,0,35,8
3799790,80,40,50,0,40,8
3799756,98,45,56,0,45,8
3799715,126,49,59,0,51,8
3799668,153,55,67,0,57,8
3799626,175,63,73,0,63,8
3799569,197,74,86,0,74,8
3799509,221,84,103,0,83,8
3799427,259,98,126,0,90,8
3799328,315,124,138,0,95,8
3799194,406,150,141,0,109,8
3799071,456,183,163,0,127,8
3798938,517,210,190,0,145,8
3798781,578,250,227,0,164,8
3798579,674,293,266,0,188,8
3798334,797,358,302,1,208,8
3798096,889,430,346,1,238,8
3797872,957,496,409,2,264,8
3797560,1083,584,468,2,303,8
3797176,1269,664,537,2,352,8
3796753,1452,753,636,2,404,8
3796198,1743,864,730,2,463,8
3795610,2028,985,835,3,539,8
3794947,2311,1147,957,3,635,8
3794230,2613,1314,1094,5,744,8
3793344,3021,1496,1285,5,849,8
3792350,3468,1721,1488,5,968,8
3791155,4028,1995,1711,6,1105,8
3789814,4576,2318,1998,9,1285,8
3788237,5321,2677,2257,12,1496,8
3786542,6045,3073,2604,14,1722,8
3784535,6873,3618,2988,16,1970,8
3782378,7753,4138,3427,20,2284,8
3779699,9059,4699,3886,23,2634,8
3776718,10326,5354,4547,23,3032,8
3773165,11859,6160,5264,26,3526,8
3769040,13722,7080,6049,29,4080,8
3764253,15879,8116,7045,30,4677,8
3758808,18237,9427,8158,36,5334,8
3752623,20969,10796,9358,45,6209,8
3745421,24146,12446,10831,51,7105,8
3737003,27720,14461,12550,61,8205,8
3727453,31663,16779,14544,68,9493,8
3716539,36212,19401,16869,78,10901,8
3703974,41555,22343,19483,88,12557,8
3689579,47173,25998,22654,95,14501,8
3672906,54106,30007,26107,110,16764,8
3653998,61821,34659,30159,121,19242,8
3631992,70724,39926,34963,140,22255,8
3607273,80705,45832,40257,163,25770,8
3579605,90875,52968,46516,195,29841,8
3548156,102444,60990,53581,220,34609,8
3512824,115044,70165,61710,260,39997,8
3473858,128424,80392,71060,288,45978,8
3429791,143885,91735,81302,316,52971,8
3381529,159567,104722,92666,357,61159,8
3329239,175085,119209,105405,418,70644,8
3272106,191365,135326,119341,484,81378,8
3210735,208113,152814,134003,556,93779,8
3145966,223173,172111,150024,630,108096,8
3077571,238029,192098,166995,742,124565,8
3005612,252184,213582,184808,859,142955,8
2931139,264518,236078,203248,990,164027,8
2854419,276031,258780,222266,1138,187366,8
2776531,284987,281983,241205,1300,213994,8
2698097,290622,306212,260370,1484,243215,8
2619008,295487,329569,278285,1706,275945,8
2540603,298942,351904,294766,1948,311837,8
2463490,298863,373416,310271,2199,351761,8
2388241,297786,393170,323415,2475,394913,8
2315223,292906,412102,335711,2778,441280,8
2245094,285392,429125,346213,3149,491027,8
2177759,276896,443555,354832,3482,543476,8
2113759,265733,455813,360932,3857,599906,8
