suspectible,exposed,infected,carrier,dead,recovered,idx
2276076,122045,284751,200409,6361,910358,2
2250783,117578,278880,193778,6651,952330,2
2226904,111877,272833,187579,6962,993845,2
2204637,106252,265770,181214,7270,1034857,2
2183835,99862,258336,174716,7571,1075680,2
2164271,93677,250707,168156,7881,1115308,2
3799985,5,5,5,0,0,3
3799985,5,5,5,0,0,3
3799985,4,5,6,0,0,3
3799985,2,6,7,0,0,3
3799984,3,6,7,0,0,3
3799984,2,7,7,0,0,3
3799984,1,7,8,0,0,3
3799983,2,7,8,0,0,3
3799983,1,7,9,0,0,3
3799983,1,7,8,0,1,3
3799982,2,5,8,0,3,3
3799982,1,4,9,0,4,3
3799981,1,4,10,0,4,3
3799980,2,4,8,0,6,3
3799979,3,4,8,0,6,3
3799979,3,4,8,0,6,3
3799978,4,4,8,0,6,3
3799978,2,5,8,0,7,3
3799976,4,4,8,0,8,3
3799974,5,4,7,0,10,3
3799973,4,4,9,0,10,3
3799969,8,4,9,0,10,3
3799966,10,5,9,0,10,3
3799964,11,6,9,0,10,3
3799961,12,5,11,0,11,3
3799956,15,6,12,0,11,3
3799950,20,6,13,0,11,3
3799944,19,10,16,0,11,3
3799939,21,13,16,0,11,3
3799931,25,14,16,0,14,3
3799924,29,15,16,0,16,3
3799916,34,16,16,0,18,3
3799913,33,18,18,0,18,3
3799905,38,19,20,0,18,3
3799893,41,21,26,0,19,3
3799874,55,22,28,0,21,3
3799859,59,24,35,0,23,3
3799841,65,28,40,0,26,3
3799812,79,35,46,0,28,3
3799788,94,38,48,0,32,3
3799756,110,45,52,0,37,3
3799726,120,57,54,0,43,3
3799700,130,61,65,0,44,3
3799661,142,72,71,0,54,3
3799618,160,83,74,0,65,3
3799580,168,98,81,0,73,3
3799541,170,120,93,0,76,3
3799496,178,129,106,0,91,3
3799451,196,138,114,0,101,3
3799393,218,146,127,1,115,3
3799314,253,157,146,3,127,3
3799235,289,178,151,3,144,3
3799173,293,202,166,3,163,3
3799079,338,216,183,3,181,3
3798966,395,229,201,3,206,3
3798869,434,246,217,3,231,3
3798770,442,283,238,3,264,3
3798650,467,315,272,3,293,3
3798491,548,345,284,3,329,3
3798328,599,395,316,3,359,3
3798149,680,428,339,3,401,3
3797957,735,493,366,3,446,3
3797761,787,537,427,4,484,3
3797525,861,592,480,5,537,3
3797249,988,629,525,6,603,3
3796988,1051,697,595,6,663,3
3796650,1190,761,664,6,729,3
3796240,1384,821,736,6,813,3
3795795,1565,924,820,6,890,3
3795309,1751,1014,923,7,996,3
3794778,1936,1151,1027,8,1100,3
3794157,2196,1282,1142,8,1215,3
3793466,2478,1440,1236,10,1370,3
3792730,2762,1618,1375,12,1503,3
3791851,3107,1819,1565,13,1645,3
3790950,3423,2025,1756,14,1832,3
3789957,3785,2284,1950,15,2009,3
3788866,4126,2564,2193,18,2233,3
3787534,4700,2842,2418,18,2488,3
3786091,5259,3141,2734,20,2755,3
3784476,5896,3485,3041,24,3078,3
3782715,6509,3929,3409,28,3410,3
3780654,7325,4367,3817,34,3803,3
3778419,8149,4878,4290,36,4228,3
3775846,9134,5429,4823,41,4727,3
3772896,10328,6138,5334,42,5262,3
3769633,11646,6835,5989,46,5851,3
3766136,12958,7609,6669,50,6578,3
3762207,14358,8515,7552,53,7315,3
3757814,15956,9564,8452,58,8156,3
3752852,17849,10723,9447,66,9063,3
3747398,19614,12055,10805,77,10051,3
3741045,21894,13631,12037,83,11310,3
3734176,24320,15295,13468,94,12647,3
3726415,27188,17091,15063,107,14136,3
3717891,30139,19270,16807,119,15774,3
3708422,33524,21649,18636,133,17636,3
3698066,37029,24222,20807,150,19726,3
3686687,40782,27087,23183,164,22097,3
3674034,44931,30166,25875,180,24814,3
3660087,49299,33776,28848,201,27789,3
3644816,54179,37532,32149,222,31102,3
3627999,59293,41846,35842,247,34773,3
3609625,64783,46515,39950,270,38857,3
3589791,70274,51734,44441,298,43462,3
3567904,76694,57205,49195,334,48668,3
3544383,83359,63220,54234,372,54432,3
3518793,90208,69878,59804,415,60902,3
3491305,97334,77170,65663,463,68065,3
3462395,104319,84893,71894,527,75972,3
3431187,112308,92774,78494,577,84660,3
3398036,120059,101279,85656,649,94321,3
3362940,127800,110400,93121,712,105027,3
3325566,135504,120390,101175,793,116572,3
3286999,143188,130331,109421,880,129181,3
3245960,150888,140927,117965,966,143294,3
3203864,158219,151786,126440,1063,158628,3
3160641,163324,163568,135980,1202,175285,3
3115801,168591,175530,145429,1321,193328,3
3069963,173615,187421,154661,1435,212905,3
3023642,177913,199015,163748,1596,234086,3
2976672,181187,210668,172436,1758,257279,3
2929740,183107,222328,180871,1924,282030,3
2883020,183953,233723,188846,2093,308365,3
2835878,185558,243994,195768,2293,336509,3
2789590,185166,253929,202607,2499,366209,3
2743586,183428,263695,208870,2703,397718,3
2698756,181287,272091,214266,2937,430663,3
2654600,178691,279561,218598,3176,465374,3
2611579,175547,285942,221656,3426,501850,3
2570099,171626,291503,223990,3668,539114,3
2529762,167247,295674,225403,3941,577973,3
2491090,161872,298906,226111,4227,617794,3
2454327,157528,300231,224981,4498,658435,3
2419169,153207,300218,222537,4792,700077,3
2385588,147443,299634,219631,5109,742595,3
2353801,140724,298212,216496,5430,785337,3
2323606,134242,295691,212244,5729,828488,3
2295119,127089,292412,207772,6018,871590,3
2268306,120820,287627,202337,6347,914563,3
2243030,114039,282717,196713,6652,956849,3
2218953,108586,276212,190499,6991,998759,3
2196254,103076,269381,183850,7299,1040140,3
2175330,98623,261208,176281,7621,1080937,3
2155763,93366,252925,168798,7947,1121201,3
2137523,87729,244749,161500,8261,1160238,3
2120857,81972,235702,154584,8567,1198318,3
2105009,76737,226660,147140,8859,1235595,3
2090122,72154,217499,139876,9131,1271218,3
2076390,67497,208308,132962,9411,1305432,3
3799985,5,5,5,0,0,4
3799985,5,5,5,0,0,4
3799985,4,6,5,0,0,4
3799985,2,7,6,0,0,4
3799984,3,7,6,0,0,4
3799984,2,8,6,0,0,4
3799983,2,9,6,0,0,4
3799982,3,9,6,0,0,4
3799982,1,10,7,0,0,4
3799982,0,10,8,0,0,4
3799982,0,9,8,0,1,4
3799979,3,7,8,0,3,4
3799979,3,7,8,0,3,4
3799979,3,6,8,0,4,4
3799979,2,7,8,0,4,4
3799978,3,7,8,0,4,4
3799978,3,7,8,0,4,4
3799976,4,6,7,0,7,4
3799975,4,5,7,0,9,4
3799974,5,5,7,0,9,4
3799974,4,5,8,0,9,4
3799973,5,5,8,0,9,4
3799971,6,6,8,0,9,4
3799970,7,5,8,0,10,4
3799969,7,4,9,0,11,4
3799969,7,3,9,0,12,4
3799968,4,7,9,0,12,4
3799967,4,7,9,0,13,4
3799963,7,7,9,0,14,4
3799960,8,7,9,0,16,4
3799957,10,8,9,0,16,4
3799956,11,8,9,0,16,4
3799954,10,10,10,0,16,4
3799952,11,11,10,0,16,4
3799950,10,14,10,0,16,4
3799946,12,14,12,0,16,4
3799941,17,14,11,0,17,4
3799938,14,15,14,0,19,4
3799932,18,13,14,0,23,4
3799926,20,14,16,0,24,4
3799922,20,15,19,0,24,4
3799916,25,16,19,0,24,4
3799915,22,17,21,0,25,4
3799912,21,17,20,0,30,4
3799908,21,17,20,0,34,4
3799904,21,20,18,0,37,4
3799902,19,22,18,0,39,4
3799898,16,23,20,0,43,4
3799893,15,24,23,0,45,4
3799885,22,25,21,0,47,4
3799879,23,25,24,0,49,4
3799868,29,23,24,0,56,4
3799862,34,23,23,0,58,4
3799854,34,26,25,0,61,4
3799847,32,28,29,0,64,4
3799838,34,30,31,0,67,4
3799826,40,34,28,0,72,4
3799821,36,40,30,0,73,4
3799816,33,41,33,0,77,4
3799803,40,41,33,0,83,4
3799792,40,43,39,0,86,4
3799769,54,46,38,0,93,4
3799758,55,51,41,0,95,4
3799744,55,51,44,0,106,4
3799722,66,53,47,0,112,4
3799693,81,56,51,0,119,4
3799665,92,63,57,0,123,4
3799637,104,69,64,0,126,4
3799604,119,71,69,0,137,4
3799558,146,72,73,1,150,4
3799526,148,79,84,1,162,4
3799475,164,92,96,1,172,4
3799423,188,105,105,1,178,4
3799365,213,120,108,1,193,4
3799309,218,143,128,1,201,4
3799232,244,164,147,1,212,4
3799152,271,185,166,1,225,4
3799071,304,209,175,1,240,4
3798962,352,233,192,1,260,4
3798841,413,249,211,2,284,4
3798716,463,278,232,2,309,4
3798587,517,291,262,2,341,4
3798419,573,344,291,3,370,4
3798269,616,372,331,3,409,4
3798085,684,413,374,3,441,4
3797880,742,457,421,5,495,4
3797595,888,517,461,5,534,4
3797271,1047,570,526,5,581,4
3796909,1232,634,582,5,638,4
3796542,1364,720,652,6,716,4
3796101,1564,807,743,7,778,4
3795640,1709,936,846,7,862,4
3795103,1919,1066,952,7,953,4
3794549,2101,1210,1084,7,1049,4
3793917,2324,1392,1202,7,1158,4
3793204,2609,1568,1325,7,1287,4
3792408,2915,1747,1483,8,1439,4
3791500,3270,1951,1666,11,1602,4
3790481,3683,2171,1848,13,1804,4
3789369,4094,2406,2099,15,2017,4
3788139,4507,2699,2382,15,2258,4
3786734,5090,3004,2644,16,2512,4
3785262,5563,3400,2932,16,2827,4
3783529,6234,3798,3267,19,3153,4
3781546,7004,4257,3635,24,3534,4
3779383,7887,4776,3993,25,3936,4
3777000,8797,5300,4455,31,4417,4
3774454,9626,5926,5020,40,4934,4
3771590,10601,6611,5618,43,5537,4
3768442,11649,7385,6242,47,6235,4
3764780,13002,8217,6988,52,6961,4
3760842,14387,9124,7826,55,7766,4
3756434,16078,10169,8631,65,8623,4
3751670,17602,11376,9636,72,9644,4
3746324,19332,12695,10803,79,10767,4
3740370,21410,14061,12048,89,12022,4
3733743,23650,15719,13408,100,13380,4
3726290,26351,17522,14864,109,14864,4
3718105,29235,19481,16454,118,16607,4
3708836,32592,21610,18281,130,18551,4
3698804,35900,24029,20343,149,20775,4
3687834,39340,26747,22712,162,23205,4
3675795,43149,29688,25313,175,25880,4
3662302,47448,33168,28043,192,28847,4
3647528,51989,36909,31204,214,32156,4
3631326,56791,41033,34912,237,35701,4
3613495,62359,45476,38686,263,39721,4
3593895,68565,50203,42818,284,44235,4
3572530,75069,55436,47309,321,49335,4
3549251,81490,61444,52509,363,54943,4
3523984,88644,67880,57844,402,61246,4
3497011,96252,74517,63576,458,68186,4
3467977,103404,82320,69916,512,75871,4
3437026,110713,90483,77048,565,84165,4
3404040,118012,99380,84433,625,93510,4
3368933,125794,108665,92019,700,103889,4
3332080,133555,118369,99993,772,115231,4
3293643,140494,128666,108484,852,127861,4
3253129,147357,139643,117270,949,141652,4
3211689,153934,150412,126195,1059,156711,4
3168704,160969,161303,134478,1160,173386,4
3124465,166918,172762,143323,1293,191239,4
3079225,171722,184710,152314,1428,210601,4
3033104,175674,196383,161581,1563,231695,4
2986130,178697,208577,170604,1719,254273,4
2938979,181112,220176,179008,1895,278830,4
2891911,182578,231429,187079,2080,304923,4
2845277,182962,242134,194729,2272,332626,4
2798603,182704,252417,202025,2478,361773,4
2752033,182487,261750,208517,2685,392528,4
3799985,5,5,5,0,0,5
3799985,5,5,5,0,0,5
3799985,4,6,5,0,0,5
3799985,2,7,6,0,0,5
3799985,2,7,6,0,0,5
3799985,1,7,7,0,0,5
3799984,1,7,8,0,0,5
3799983,2,7,8,0,0,5
3799981,4,7,8,0,0,5
3799981,4,7,8,0,0,5
3799981,4,6,8,0,1,5
3799979,5,5,9,0,2,5
3799979,3,7,9,0,2,5
3799977,5,7,8,0,3,5
3799976,3,8,10,0,3,5
3799976,3,8,10,0,3,5
3799976,2,8,11,0,3,5
3799976,2,5,10,0,7,5
3799974,3,5,10,0,8,5
3799973,3,5,9,0,10,5
3799972,4,5,9,0,10,5
3799971,5,5,9,0,10,5
3799971,4,5,8,0,12,5
3799969,6,5,8,0,12,5
3799969,6,3,8,0,14,5
3799969,4,4,8,0,15,5
3799967,4,4,9,0,16,5
3799965,5,5,8,0,17,5
3799960,10,5,8,0,17,5
3799960,8,7,7,0,18,5
3799955,13,7,7,0,18,5
3799951,12,9,10,0,18,5
3799949,12,9,11,0,19,5
3799945,14,11,11,0,19,5
3799936,20,11,12,0,21,5
3799928,27,12,11,0,22,5
3799923,31,12,11,0,23,5
3799921,28,13,14,0,24,5
3799914,31,15,16,0,24,5
3799909,29,18,20,0,24,5
3799899,34,21,22,0,24,5
3799895,30,21,27,0,27,5
3799881,37,23,29,0,30,5
3799866,46,22,33,0,33,5
3799849,55,27,35,0,34,5
3799828,65,32,37,0,38,5
3799811,69,37,39,0,44,5
3799784,84,41,42,0,49,5
3799759,91,46,49,0,55,5
3799722,114,52,53,0,59,5
3799698,117,61,59,0,65,5
3799673,122,69,65,1,70,5
3799629,142,78,75,1,75,5
3799584,159,89,85,1,82,5
3799538,177,95,96,1,93,5
3799489,201,109,97,1,103,5
3799432,232,119,100,1,116,5
3799369,244,141,115,1,130,5
3799296,272,159,126,1,146,5
3799219,297,181,143,1,159,5
3799134,321,204,165,1,175,5
3799017,379,216,191,1,196,5
3798898,417,251,216,2,216,5
3798798,441,274,243,2,242,5
3798668,502,297,267,2,264,5
3798525,553,326,283,2,311,5
3798341,625,365,326,2,341,5
3798135,704,421,360,2,378,5
3797940,771,479,396,2,412,5
3797716,848,531,441,2,462,5
3797440,965,586,489,2,518,5
3797149,1078,651,538,2,582,5
3796791,1234,731,611,2,631,5
3796418,1359,807,702,3,711,5
3796000,1518,898,779,4,801,5
3795540,1694,1003,858,4,901,5
3794997,1936,1112,948,5,1002,5
3794422,2168,1234,1055,5,1116,5
3793809,2374,1357,1195,5,1260,5
3793141,2589,1535,1337,5,1393,5
3792308,2898,1724,1498,7,1565,5
3791408,3303,1919,1642,8,1720,5
3790437,3655,2145,1835,9,1919,5
3789319,4106,2364,2077,9,2125,5
3788123,4558,2609,2327,11,2372,5
3786742,5019,2966,2629,13,2631,5
3785179,5609,3337,2940,17,2918,5
3783462,6276,3721,3256,18,3267,5
3781588,6977,4181,3611,20,3623,5
3779461,7797,4679,3975,26,4062,5
3777090,8654,5226,4477,26,4527,5
3774538,9553,5811,5000,31,5067,5
3771546,10698,6499,5574,33,5650,5
3768221,11930,7321,6202,37,6289,5
3764574,13238,8162,6940,46,7040,5
3760430,14670,9176,7854,50,7820,5
3755820,16312,10230,8848,54,8736,5
3750613,18401,11324,9832,56,9774,5
3744934,20453,12734,10986,64,10829,5
3738640,22727,14239,12298,69,12027,5
3731675,24935,16073,13891,76,13350,5
3723815,27721,17982,15460,91,14931,5
3715222,30666,20091,17240,96,16685,5
3705642,33900,22523,19181,110,18644,5
3695150,37380,25100,21413,124,20833,5
3683573,41037,27987,23941,138,23324,5
3670598,45047,31325,26812,157,26061,5
3656352,49861,34731,29846,178,29032,5
3640877,54541,38649,33246,197,32490,5
3623779,59883,42897,36902,213,36326,5
3605162,65421,47669,40974,243,40531,5
3584826,71299,52787,45530,271,45287,5
3562523,77944,58383,50237,303,50610,5
3538365,84812,64435,55398,333,56657,5
3512469,91726,71089,61021,367,63328,5
3484576,99052,78530,66849,415,70578,5
3455287,105767,86441,73465,468,78572,5
3423558,113094,95003,80308,540,87497,5
3389531,120981,103861,87693,593,97341,5
3353933,128648,113225,95339,656,108199,5
3316598,135921,123238,103388,735,120120,5
3277480,143138,133703,111682,831,133166,5
3236778,149656,144871,120177,916,147602,5
3194623,156282,155980,128990,1013,163112,5
3150927,161953,167451,138054,1121,180494,5
3106486,167401,179079,146733,1255,199046,5
3060795,172443,190766,155271,1384,219341,5
3014499,176248,202159,164527,1539,241028,5
2967827,179392,213662,173002,1697,264420,5
2920733,181867,224804,181348,1876,289372,5
2873825,183179,235647,189197,2054,316098,5
2826946,184425,245765,195887,2240,344737,5
2780792,183481,255746,202718,2437,374826,5
2735338,181713,264772,208701,2669,406807,5
2690914,179423,273142,213649,2873,439999,5
2647725,176821,280175,217461,3146,474672,5
2605942,172989,286225,220435,3399,511010,5
2565341,168839,291313,222171,3655,548681,5
2525538,164881,294949,223371,3956,587305,5
2487746,159753,297377,223409,4250,627465,5
2451344,154325,299149,222697,4572,667913,5
2416554,148690,299685,220712,4867,709492,5
2383563,142462,298829,218396,5172,751578,5
2352190,136479,296887,214885,5505,794054,5
2322696,130717,293482,210825,5807,836473,5
2294715,124716,289357,205973,6157,879082,5
2267967,119026,284463,200296,6476,921772,5
2242928,113032,278593,194557,6791,964099,5
2219090,107737,272043,188082,7102,1005946,5
2196921,102828,264495,181068,7401,1047287,5
3799985,5,5,5,0,0,6
3799985,5,5,5,0,0,6
3799985,4,5,6,0,0,6
3799985,2,7,6,0,0,6
3799985,2,7,6,0,0,6
3799985,1,8,6,0,0,6
3799985,0,8,7,0,0,6
3799984,1,8,7,0,0,6
3799984,0,8,8,0,0,6
3799984,0,8,8,0,0,6
3799982,2,7,8,0,1,6
3799982,2,5,8,0,3,6
3799982,2,5,8,0,3,6
